id,read1,read2,name,output,trim_low_abundance_kmers,dna,protein,ksizes,scaled
CMS_002_20e_Rb_S135_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_20e_Rb_S135_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_20e_Rb_S135_L004_R2_001.fastq.gz,CMS_002_20e_Rb_S135_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_20e_Rb_S135_L004.sig,True,True,False,"21,31,51",500
CMS_002_21a_Rb_S136_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_21a_Rb_S136_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_21a_Rb_S136_L004_R2_001.fastq.gz,CMS_002_21a_Rb_S136_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_21a_Rb_S136_L004.sig,True,True,False,"21,31,51",500
CMS_002_22a_Rb_S137_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_22a_Rb_S137_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_22a_Rb_S137_L004_R2_001.fastq.gz,CMS_002_22a_Rb_S137_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_22a_Rb_S137_L004.sig,True,True,False,"21,31,51",500
CMS_002_23a_Rb_S138_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_23a_Rb_S138_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_23a_Rb_S138_L004_R2_001.fastq.gz,CMS_002_23a_Rb_S138_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_23a_Rb_S138_L004.sig,True,True,False,"21,31,51",500
CMS_002_25a_Rb_S140_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25a_Rb_S140_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25a_Rb_S140_L004_R2_001.fastq.gz,CMS_002_25a_Rb_S140_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_25a_Rb_S140_L004.sig,True,True,False,"21,31,51",500
CMS_002_25b_Rb_S141_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25b_Rb_S141_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25b_Rb_S141_L004_R2_001.fastq.gz,CMS_002_25b_Rb_S141_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_25b_Rb_S141_L004.sig,True,True,False,"21,31,51",500
CMS_002_25c_Rb_S142_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25c_Rb_S142_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25c_Rb_S142_L004_R2_001.fastq.gz,CMS_002_25c_Rb_S142_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_25c_Rb_S142_L004.sig,True,True,False,"21,31,51",500
CMS_002_25d_Rb_S143_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25d_Rb_S143_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25d_Rb_S143_L004_R2_001.fastq.gz,CMS_002_25d_Rb_S143_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_25d_Rb_S143_L004.sig,True,True,False,"21,31,51",500
CMS_002_25e_Rb_S144_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25e_Rb_S144_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25e_Rb_S144_L004_R2_001.fastq.gz,CMS_002_25e_Rb_S144_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_25e_Rb_S144_L004.sig,True,True,False,"21,31,51",500
CMS_002_25f_Rb_S145_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25f_Rb_S145_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_25f_Rb_S145_L004_R2_001.fastq.gz,CMS_002_25f_Rb_S145_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_25f_Rb_S145_L004.sig,True,True,False,"21,31,51",500
