id,read1,read2,name,output,trim_low_abundance_kmers,dna,protein,ksizes,scaled
CMS_002_28d_Rb_S157_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_28d_Rb_S157_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_28d_Rb_S157_L004_R2_001.fastq.gz,CMS_002_28d_Rb_S157_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_28d_Rb_S157_L004.sig,True,True,False,"21,31,51",500
CMS_002_28e_Rb_S158_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_28e_Rb_S158_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_28e_Rb_S158_L004_R2_001.fastq.gz,CMS_002_28e_Rb_S158_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_28e_Rb_S158_L004.sig,True,True,False,"21,31,51",500
CMS_002_29a_Rb_S159_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_29a_Rb_S159_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_29a_Rb_S159_L004_R2_001.fastq.gz,CMS_002_29a_Rb_S159_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_29a_Rb_S159_L004.sig,True,True,False,"21,31,51",500
CMS_002_29b_Rb_S160_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_29b_Rb_S160_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_29b_Rb_S160_L004_R2_001.fastq.gz,CMS_002_29b_Rb_S160_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_29b_Rb_S160_L004.sig,True,True,False,"21,31,51",500
CMS_002_29c_Rb_S161_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_29c_Rb_S161_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_29c_Rb_S161_L004_R2_001.fastq.gz,CMS_002_29c_Rb_S161_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_29c_Rb_S161_L004.sig,True,True,False,"21,31,51",500
CMS_002_29d_Rb_S162_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_29d_Rb_S162_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_29d_Rb_S162_L004_R2_001.fastq.gz,CMS_002_29d_Rb_S162_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_29d_Rb_S162_L004.sig,True,True,False,"21,31,51",500
CMS_002_29e_Rb_S164_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_29e_Rb_S164_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_29e_Rb_S164_L004_R2_001.fastq.gz,CMS_002_29e_Rb_S164_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_29e_Rb_S164_L004.sig,True,True,False,"21,31,51",500
CMS_002_31a_Rb_S165_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_31a_Rb_S165_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_31a_Rb_S165_L004_R2_001.fastq.gz,CMS_002_31a_Rb_S165_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_31a_Rb_S165_L004.sig,True,True,False,"21,31,51",500
CMS_002_32a_Rb_S166_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_32a_Rb_S166_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_32a_Rb_S166_L004_R2_001.fastq.gz,CMS_002_32a_Rb_S166_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_32a_Rb_S166_L004.sig,True,True,False,"21,31,51",500
CMS_002_33a_Rb_S167_L004,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_33a_Rb_S167_L004_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS002_fastq.gz/CMS_002_33a_Rb_S167_L004_R2_001.fastq.gz,CMS_002_33a_Rb_S167_L004,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_002_33a_Rb_S167_L004.sig,True,True,False,"21,31,51",500
