id,read1,read2,name,output,trim_low_abundance_kmers,dna,protein,ksizes,scaled
CMS_044_RNA_A_S22,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_044_RNA_A_S22_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_044_RNA_A_S22_R2_001.fastq.gz,CMS_044_RNA_A_S22,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_044_RNA_A_S22.sig,True,True,False,"21,31,51",500
CMS_044_RNA_A_S25,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_044_RNA_A_S25_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_044_RNA_A_S25_R2_001.fastq.gz,CMS_044_RNA_A_S25,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_044_RNA_A_S25.sig,True,True,False,"21,31,51",500
CMS_045_RNA_A_S2,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_045_RNA_A_S2_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_045_RNA_A_S2_R2_001.fastq.gz,CMS_045_RNA_A_S2,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_045_RNA_A_S2.sig,True,True,False,"21,31,51",500
CMS_046_RNA_A_S3,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_046_RNA_A_S3_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_046_RNA_A_S3_R2_001.fastq.gz,CMS_046_RNA_A_S3,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_046_RNA_A_S3.sig,True,True,False,"21,31,51",500
CMS_047_RNA_A_S4,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_047_RNA_A_S4_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_047_RNA_A_S4_R2_001.fastq.gz,CMS_047_RNA_A_S4,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_047_RNA_A_S4.sig,True,True,False,"21,31,51",500
CMS_048_RNA_A_S5,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_048_RNA_A_S5_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_048_RNA_A_S5_R2_001.fastq.gz,CMS_048_RNA_A_S5,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_048_RNA_A_S5.sig,True,True,False,"21,31,51",500
CMS_049_RNA_A_S6,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_049_RNA_A_S6_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_049_RNA_A_S6_R2_001.fastq.gz,CMS_049_RNA_A_S6,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_049_RNA_A_S6.sig,True,True,False,"21,31,51",500
CMS_050_RNA_A_S23,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_050_RNA_A_S23_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_050_RNA_A_S23_R2_001.fastq.gz,CMS_050_RNA_A_S23,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_050_RNA_A_S23.sig,True,True,False,"21,31,51",500
CMS_051_RNA_A_S8,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_051_RNA_A_S8_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_051_RNA_A_S8_R2_001.fastq.gz,CMS_051_RNA_A_S8,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_051_RNA_A_S8.sig,True,True,False,"21,31,51",500
CMS_052_RNA_A_S7,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_052_RNA_A_S7_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_052_RNA_A_S7_R2_001.fastq.gz,CMS_052_RNA_A_S7,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_052_RNA_A_S7.sig,True,True,False,"21,31,51",500
