id,read1,read2,name,output,trim_low_abundance_kmers,dna,protein,ksizes,scaled
CMS_034_RNA_A_S19,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_034_RNA_A_S19_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_034_RNA_A_S19_R2_001.fastq.gz,CMS_034_RNA_A_S19,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_034_RNA_A_S19.sig,True,True,False,"21,31,51",500
CMS_035_RNA_A_S20,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_035_RNA_A_S20_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_035_RNA_A_S20_R2_001.fastq.gz,CMS_035_RNA_A_S20,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_035_RNA_A_S20.sig,True,True,False,"21,31,51",500
CMS_036_RNA_A_S20,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_036_RNA_A_S20_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_036_RNA_A_S20_R2_001.fastq.gz,CMS_036_RNA_A_S20,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_036_RNA_A_S20.sig,True,True,False,"21,31,51",500
CMS_037_RNA_A_S21,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_037_RNA_A_S21_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_037_RNA_A_S21_R2_001.fastq.gz,CMS_037_RNA_A_S21,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_037_RNA_A_S21.sig,True,True,False,"21,31,51",500
CMS_038_RNA_A_S22,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_038_RNA_A_S22_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_038_RNA_A_S22_R2_001.fastq.gz,CMS_038_RNA_A_S22,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_038_RNA_A_S22.sig,True,True,False,"21,31,51",500
CMS_039_RNA_A_S9,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_039_RNA_A_S9_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_039_RNA_A_S9_R2_001.fastq.gz,CMS_039_RNA_A_S9,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_039_RNA_A_S9.sig,True,True,False,"21,31,51",500
CMS_040_RNA_A_S21,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_040_RNA_A_S21_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_040_RNA_A_S21_R2_001.fastq.gz,CMS_040_RNA_A_S21,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_040_RNA_A_S21.sig,True,True,False,"21,31,51",500
CMS_041_RNA_A_S10,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_041_RNA_A_S10_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_041_RNA_A_S10_R2_001.fastq.gz,CMS_041_RNA_A_S10,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_041_RNA_A_S10.sig,True,True,False,"21,31,51",500
CMS_042_RNA_A_S23,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_042_RNA_A_S23_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_042_RNA_A_S23_R2_001.fastq.gz,CMS_042_RNA_A_S23,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_042_RNA_A_S23.sig,True,True,False,"21,31,51",500
CMS_043_RNA_A_S24,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_043_RNA_A_S24_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_043_RNA_A_S24_R2_001.fastq.gz,CMS_043_RNA_A_S24,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_043_RNA_A_S24.sig,True,True,False,"21,31,51",500
