id,read1,read2,name,output,trim_low_abundance_kmers,dna,protein,ksizes,scaled
CMS_023_RNA_A_S17,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_023_RNA_A_S17_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_023_RNA_A_S17_R2_001.fastq.gz,CMS_023_RNA_A_S17,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_023_RNA_A_S17.sig,True,True,False,"21,31,51",500
CMS_024_RNA_A_S15,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_024_RNA_A_S15_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_024_RNA_A_S15_R2_001.fastq.gz,CMS_024_RNA_A_S15,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_024_RNA_A_S15.sig,True,True,False,"21,31,51",500
CMS_025_RNA_A_S7,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_025_RNA_A_S7_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_025_RNA_A_S7_R2_001.fastq.gz,CMS_025_RNA_A_S7,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_025_RNA_A_S7.sig,True,True,False,"21,31,51",500
CMS_026_RNA_A_S18,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_026_RNA_A_S18_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_026_RNA_A_S18_R2_001.fastq.gz,CMS_026_RNA_A_S18,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_026_RNA_A_S18.sig,True,True,False,"21,31,51",500
CMS_027_RNA_A_S16,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_027_RNA_A_S16_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_027_RNA_A_S16_R2_001.fastq.gz,CMS_027_RNA_A_S16,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_027_RNA_A_S16.sig,True,True,False,"21,31,51",500
CMS_028_RNA_A_S17,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_028_RNA_A_S17_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_028_RNA_A_S17_R2_001.fastq.gz,CMS_028_RNA_A_S17,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_028_RNA_A_S17.sig,True,True,False,"21,31,51",500
CMS_029_RNA_A_S18,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_029_RNA_A_S18_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_029_RNA_A_S18_R2_001.fastq.gz,CMS_029_RNA_A_S18,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_029_RNA_A_S18.sig,True,True,False,"21,31,51",500
CMS_030_RNA_A_S7,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_030_RNA_A_S7_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_030_RNA_A_S7_R2_001.fastq.gz,CMS_030_RNA_A_S7,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_030_RNA_A_S7.sig,True,True,False,"21,31,51",500
CMS_031_RNA_A_S19,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_031_RNA_A_S19_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_031_RNA_A_S19_R2_001.fastq.gz,CMS_031_RNA_A_S19,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_031_RNA_A_S19.sig,True,True,False,"21,31,51",500
CMS_033_RNA_A_S8,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_033_RNA_A_S8_R1_001.fastq.gz,s3://czbiohub-mosquito/sequences/CMS001_fastq.gz/CMS_033_RNA_A_S8_R2_001.fastq.gz,CMS_033_RNA_A_S8,s3://czbiohub-mosquito/references/sourmash/signatures/CMS_033_RNA_A_S8.sig,True,True,False,"21,31,51",500
